                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.6717,                 1.5124,                 1.1162,                0.35911,                0.28778,                0.27519,                0.15593,                 1.5804,                 1.3744,                  1.096,               0.008317,               0.008317,               0.008317
                     36,                 1.6881,                 1.5208,                 1.1139,                0.36015,                0.28928,                0.27607,                0.15643,                 1.5679,                 1.3616,                 1.0912,              0.0082675,              0.0082675,              0.0082675
                     37,                 1.6914,                 1.5172,                 1.1162,                0.37441,                0.27996,                0.27651,                0.15665,                 1.5695,                 1.3622,                 1.0915,               0.008218,               0.008218,               0.008218
                     38,                 1.6834,                 1.5059,                 1.1147,                0.37188,                0.28858,                0.28055,                0.15857,                  1.568,                 1.3537,                 1.0923,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.6876,                 1.5138,                 1.1165,                0.37491,                0.29104,                0.28278,                0.16155,                  1.557,                 1.3495,                 1.0881,               0.008119,               0.008119,               0.008119
                     40,                 1.6738,                 1.4902,                 1.1106,                0.37662,                0.29803,                 0.2855,                0.16302,                 1.5555,                 1.3452,                 1.0887,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.6679,                 1.4927,                 1.1125,                0.38275,                0.29318,                0.28919,                0.16415,                 1.5554,                 1.3415,                 1.0874,                0.00802,                0.00802,                0.00802
                     42,                 1.6534,                 1.4702,                 1.1038,                0.37543,                0.29914,                0.28855,                0.16463,                 1.5487,                 1.3436,                 1.0823,              0.0079705,              0.0079705,              0.0079705
                     43,                  1.655,                 1.4772,                 1.1056,                 0.3698,                 0.2974,                0.29032,                0.16553,                 1.5512,                 1.3386,                 1.0826,               0.007921,               0.007921,               0.007921
                     44,                 1.6671,                 1.4794,                 1.1055,                0.36955,                0.30352,                0.29295,                0.16744,                 1.5461,                 1.3345,                 1.0859,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.6528,                 1.4755,                 1.1069,                0.38137,                0.30334,                0.29376,                0.16789,                 1.5408,                 1.3235,                 1.0808,               0.007822,               0.007822,               0.007822
                     46,                 1.6552,                 1.4725,                 1.1035,                0.37047,                0.30703,                0.29478,                0.16787,                 1.5422,                 1.3201,                 1.0824,              0.0077725,              0.0077725,              0.0077725
                     47,                 1.6572,                 1.4726,                 1.1063,                0.36971,                0.31205,                 0.2973,                0.16952,                 1.5399,                 1.3171,                   1.08,               0.007723,               0.007723,               0.007723
                     48,                 1.6604,                 1.4592,                  1.104,                0.38173,                0.30383,                  0.295,                0.16941,                 1.5383,                 1.3173,                 1.0803,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.6247,                 1.4394,                 1.0942,                0.37035,                0.31206,                0.29678,                0.16938,                 1.5362,                 1.3182,                 1.0812,               0.007624,               0.007624,               0.007624
                     50,                 1.6389,                 1.4508,                 1.0967,                0.38023,                0.30617,                0.29759,                0.17126,                 1.5347,                  1.315,                 1.0774,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.6264,                 1.4347,                  1.095,                0.38384,                0.31267,                0.30224,                0.17352,                 1.5275,                 1.3048,                 1.0774,               0.007525,               0.007525,               0.007525
                     52,                 1.6335,                  1.439,                 1.0981,                0.38609,                0.30962,                0.30227,                0.17264,                   1.53,                 1.3032,                 1.0762,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.6354,                 1.4393,                 1.0966,                0.38264,                0.30952,                0.29996,                0.17076,                 1.5303,                 1.3033,                  1.077,               0.007426,               0.007426,               0.007426
                     54,                 1.6395,                 1.4385,                 1.0962,                0.37458,                0.31545,                  0.301,                0.17269,                  1.523,                 1.3037,                 1.0749,              0.0073765,              0.0073765,              0.0073765
                     55,                  1.639,                 1.4356,                 1.0947,                0.38377,                0.31546,                0.30545,                 0.1751,                 1.5226,                 1.2952,                 1.0745,               0.007327,               0.007327,               0.007327
                     56,                 1.6273,                 1.4246,                 1.0946,                0.38718,                0.31599,                0.30769,                0.17632,                 1.5169,                 1.2915,                 1.0739,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.6212,                  1.427,                 1.0955,                0.38089,                0.32203,                0.30861,                0.17703,                 1.5171,                 1.2906,                 1.0728,               0.007228,               0.007228,               0.007228
                     58,                 1.6298,                 1.4235,                 1.0933,                0.38772,                 0.3165,                0.30976,                0.17824,                 1.5188,                 1.2905,                 1.0714,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.6292,                 1.4274,                 1.0952,                0.39119,                0.31891,                0.30923,                0.17764,                 1.5152,                  1.289,                 1.0713,               0.007129,               0.007129,               0.007129
                     60,                 1.6239,                 1.4188,                 1.0897,                0.39167,                0.31794,                0.30845,                0.17741,                 1.5165,                 1.2883,                 1.0706,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.6213,                  1.413,                 1.0906,                0.39652,                0.31966,                0.31166,                0.17963,                 1.5127,                 1.2824,                 1.0698,                0.00703,                0.00703,                0.00703
                     62,                 1.6205,                 1.4074,                 1.0903,                0.39482,                0.31822,                0.31044,                0.17871,                 1.5089,                 1.2831,                 1.0694,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.6265,                 1.4141,                 1.0914,                0.39541,                0.31719,                0.31148,                0.17917,                 1.5084,                 1.2782,                 1.0688,               0.006931,               0.006931,               0.006931
                     64,                 1.6288,                 1.4132,                 1.0942,                0.39771,                0.32149,                0.31549,                0.18181,                 1.5038,                 1.2739,                 1.0672,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.6188,                 1.4064,                 1.0895,                0.39071,                0.32486,                0.31561,                0.18231,                 1.5025,                 1.2733,                 1.0665,               0.006832,               0.006832,               0.006832
                     66,                 1.6163,                 1.4069,                 1.0903,                0.39712,                0.32538,                0.31564,                0.18215,                 1.5045,                 1.2746,                 1.0669,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.6155,                 1.3975,                 1.0877,                0.39997,                0.32474,                 0.3163,                0.18286,                 1.5018,                 1.2688,                 1.0661,               0.006733,               0.006733,               0.006733
                     68,                 1.6113,                   1.39,                 1.0837,                0.39792,                0.32475,                0.31741,                0.18329,                 1.5003,                 1.2672,                 1.0662,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.6183,                 1.3971,                 1.0842,                0.39887,                0.32933,                0.31851,                0.18364,                 1.4993,                 1.2665,                 1.0641,               0.006634,               0.006634,               0.006634
                     70,                 1.6078,                 1.3861,                 1.0848,                0.39889,                 0.3243,                0.31818,                0.18417,                 1.4969,                 1.2614,                 1.0642,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.6159,                  1.393,                 1.0857,                0.40452,                0.32322,                0.32027,                0.18526,                  1.496,                 1.2598,                  1.064,               0.006535,               0.006535,               0.006535
                     72,                 1.6107,                 1.3922,                 1.0857,                0.41154,                0.32487,                0.32139,                0.18564,                 1.4954,                 1.2608,                 1.0631,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.6084,                 1.3816,                 1.0831,                0.40076,                0.32756,                0.32097,                0.18598,                 1.4934,                 1.2573,                 1.0621,               0.006436,               0.006436,               0.006436
                     74,                 1.6012,                 1.3748,                 1.0805,                0.39901,                0.33234,                0.32321,                0.18675,                 1.4925,                 1.2541,                 1.0615,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.5952,                 1.3744,                 1.0822,                0.40731,                 0.3264,                0.32286,                 0.1863,                 1.4913,                 1.2549,                 1.0626,               0.006337,               0.006337,               0.006337
                     76,                 1.5943,                 1.3629,                 1.0785,                0.40911,                0.32985,                0.32323,                0.18675,                  1.491,                 1.2516,                 1.0622,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.6044,                 1.3718,                 1.0832,                0.40786,                0.33307,                0.32387,                0.18646,                 1.4915,                 1.2518,                 1.0606,               0.006238,               0.006238,               0.006238
                     78,                 1.5877,                  1.369,                 1.0786,                0.40972,                0.33516,                0.32515,                0.18782,                 1.4902,                 1.2499,                 1.0618,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.6018,                 1.3798,                 1.0815,                0.41394,                0.33267,                0.32481,                0.18805,                  1.487,                 1.2471,                 1.0609,               0.006139,               0.006139,               0.006139
                     80,                 1.5919,                 1.3663,                 1.0777,                0.41233,                0.33611,                0.32647,                0.18886,                 1.4876,                 1.2468,                 1.0601,              0.0060895,              0.0060895,              0.0060895
                     81,                  1.587,                 1.3587,                 1.0731,                0.41227,                0.33858,                0.32597,                0.18821,                 1.4868,                 1.2454,                 1.0598,                0.00604,                0.00604,                0.00604
                     82,                 1.5909,                 1.3674,                 1.0788,                0.40508,                0.33469,                0.32679,                 0.1885,                 1.4891,                 1.2449,                 1.0602,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.5928,                 1.3683,                 1.0812,                0.41662,                0.33747,                0.32943,                0.19049,                 1.4869,                 1.2423,                 1.0603,               0.005941,               0.005941,               0.005941
